Month,Year,Airline,MaxSeats
Sep-03,2003,Garuda Indonesia,3809
Sep-03,2003,Cathay Pacific Airways,2008
Sep-03,2003,Malaysia Airlines,4726
Sep-03,2003,Qantas Airways,1137
Sep-03,2003,Qantas Airways,1816
Sep-03,2003,Singapore Airlines,3876
Sep-03,2003,Air New Zealand,12669
Sep-03,2003,Freedom Air International,2556
Sep-03,2003,Garuda Indonesia,2296
Sep-03,2003,Malaysia Airlines,5018
Sep-03,2003,Qantas Airways,7306
Sep-03,2003,Qantas Airways,5563
Sep-03,2003,Thai Airways International,3705
Sep-03,2003,Royal Brunei Airlines,3564
Sep-03,2003,Thai Airways International,3705
Sep-03,2003,Air New Zealand,1088
Sep-03,2003,Freedom Air International,4119
Sep-03,2003,Qantas Airways,2590
Sep-03,2003,Garuda Indonesia,2296
Sep-03,2003,Garuda Indonesia,1465
Sep-03,2003,Freedom Air International,1847
Sep-03,2003,Freedom Air International,2840
Sep-03,2003,Cathay Pacific Airways,2488
Sep-03,2003,Cathay Pacific Airways,1244
Sep-03,2003,Cathay Pacific Airways,2488
Sep-03,2003,Solomon Airlines,1224
Sep-03,2003,Malaysia Airlines,5404
Sep-03,2003,Malaysia Airlines,2748
Sep-03,2003,Qantas Airways,7306
Sep-03,2003,Qantas Airways,5563
Sep-03,2003,Qantas Airways,908
Sep-03,2003,Fiji Airways,4478
Sep-03,2003,Nauru Airlines,440
Sep-03,2003,Nauru Airlines,440
Sep-03,2003,Air Caledonie,1027
Sep-03,2003,Qantas Airways,560
Sep-03,2003,Japan Airlines,14148
Sep-03,2003,Freedom Air International,2414
Sep-03,2003,Air Niugini,3680
Sep-03,2003,Air Niugini,2070
Sep-03,2003,Air Vanuatu,1638
Sep-03,2003,Air New Zealand,408
Sep-03,2003,Qantas Airways,506
Sep-03,2003,Qantas Airways,422
Sep-03,2003,Qantas Airways,422
Sep-03,2003,Korean Air,2094
Sep-03,2003,Qantas Airways,8440
Sep-03,2003,Qantas Airways,422
Sep-03,2003,Qantas Airways,2596
Sep-03,2003,Qantas Airways,422
Sep-03,2003,Singapore Airlines,19380
Sep-03,2003,China Airlines,1380
Sep-03,2003,Eva Air,2034
Sep-03,2003,Japan Airlines,12734
Sep-03,2003,Freedom Air International,3550
Sep-03,2003,Qantas Airways,1560
Sep-03,2003,Air New Zealand,3042
Sep-03,2003,Australian Airlines,3481
Sep-03,2003,Continental Micronesia,2002
Sep-03,2003,Qantas Airways,450
Sep-03,2003,Australian Airlines,2168
Sep-03,2003,Cathay Pacific Airways,2488
Sep-03,2003,Cathay Pacific Airways,2488
Sep-03,2003,Australian Airlines,1084
Sep-03,2003,Australian Airlines,1084
Sep-03,2003,Australian Airlines,7046
Sep-03,2003,Australian Airlines,458
Sep-03,2003,Australian Airlines,4878
Sep-03,2003,Air Niugini,3398
Sep-03,2003,Australian Airlines,2439
Sep-03,2003,Australian Airlines,1084
Sep-03,2003,Qantas Airways,3910
Sep-03,2003,Qantas Airways,432
Sep-03,2003,Qantas Airways,450
Sep-03,2003,Qantas Airways,8636
Sep-03,2003,Merpati Nusantara Airlines,400
Sep-03,2003,Royal Brunei Airlines,1204
Sep-03,2003,Garuda Indonesia,1072
Sep-03,2003,Qantas Airways,1090
Sep-03,2003,Qantas Airways,454
Sep-03,2003,Qantas Airways,1137
Sep-03,2003,Qantas Airways,1816
Sep-03,2003,Freedom Air International,4254
Sep-03,2003,Freedom Air International,1846
Sep-03,2003,Freedom Air International,1136
Sep-03,2003,Freedom Air International,1136
Sep-03,2003,Australian Airlines,4878
Sep-03,2003,Air New Zealand,12692
Sep-03,2003,Emirates,10635
Sep-03,2003,Qantas Airways,13728
Sep-03,2003,Qantas Airways,229
Sep-03,2003,Qantas Airways,394
Sep-03,2003,Thai Airways International,5700
Sep-03,2003,Thai Airways International,8458
Sep-03,2003,Air China,2709
Sep-03,2003,Air China,1505
Sep-03,2003,United Airlines,10410
Sep-03,2003,Air New Zealand,3596
Sep-03,2003,Qantas Airways,4160
Sep-03,2003,Qantas Airways,229
Sep-03,2003,Air Paradise International,2403
Sep-03,2003,Air Paradise International,2038
Sep-03,2003,Australian Airlines,1084
Sep-03,2003,Garuda Indonesia,3809
Sep-03,2003,Garuda Indonesia,1465
Sep-03,2003,Emirates,11015
Sep-03,2003,Freedom Air International,568
Sep-03,2003,Qantas Airways,432
Sep-03,2003,Air China,2709
Sep-03,2003,China Southern Airlines,2583
Sep-03,2003,Freedom Air International,1278
Sep-03,2003,Vietnam Airlines,2310
Sep-03,2003,Vietnam Airlines,2310
Sep-03,2003,Cathay Pacific Airways,2008
Sep-03,2003,Cathay Pacific Airways,7522
Sep-03,2003,Qantas Airways,2724
Sep-03,2003,Qantas Airways,454
Sep-03,2003,Qantas Airways,3178
Sep-03,2003,Qantas Airways,1754
Sep-03,2003,Qantas Airways,2437
Sep-03,2003,Qantas Airways,227
Sep-03,2003,Lauda Air,2752
Sep-03,2003,Malaysia Airlines,11954
Sep-03,2003,Malaysia Airlines,4726
Sep-03,2003,British Airways,9477
Sep-03,2003,Qantas Airways,11819
Sep-03,2003,Qantas Airways,394
Sep-03,2003,Qantas Airways,10740
Sep-03,2003,United Airlines,10410
Sep-03,2003,Philippine Airlines,3624
Sep-03,2003,Qantas Airways,229
Sep-03,2003,Air Mauritius,1470
Sep-03,2003,Fiji Airways,5056
Sep-03,2003,Qantas Airways,227
Sep-03,2003,Nauru Airlines,440
Sep-03,2003,Freedom Air International,426
Sep-03,2003,Air China,1505
Sep-03,2003,British Airways,9477
Sep-03,2003,Emirates,11015
Sep-03,2003,Qantas Airways,1137
Sep-03,2003,Qantas Airways,11819
Sep-03,2003,Qantas Airways,432
Sep-03,2003,Singapore Airlines,21242
Sep-03,2003,Qantas Airways,394
Sep-03,2003,Qantas Airways,10545
Sep-03,2003,Lauda Air,2752
Sep-03,2003,Air New Zealand,3552
Sep-03,2003,Qantas Airways,2520
Sep-03,2003,Air New Zealand,912
Sep-03,2003,Air New Zealand,3926
Sep-03,2003,Royal Brunei Airlines,2376
Sep-03,2003,Thai Airways International,2440
Sep-03,2003,Thai Airways International,2440
Sep-03,2003,Air Paradise International,3843
Sep-03,2003,Garuda Indonesia,4027
Sep-03,2003,Qantas Airways,1182
Sep-03,2003,Emirates,9000
Sep-03,2003,Cathay Pacific Airways,4043
Sep-03,2003,Qantas Airways,1588
Sep-03,2003,Qantas Airways,687
Sep-03,2003,South African Airways,6150
Sep-03,2003,Malaysia Airlines,2646
Sep-03,2003,Malaysia Airlines,10692
Sep-03,2003,Malaysia Airlines,2646
Sep-03,2003,Air Mauritius,1470
Sep-03,2003,Qantas Airways,3888
Sep-03,2003,Qantas Airways,432
Sep-03,2003,Thai Airways International,2440
Sep-03,2003,Qantas Airways,687
Sep-03,2003,Qantas Airways,12135
Sep-03,2003,Qantas Airways,3888
Sep-03,2003,Qantas Airways,227
Sep-03,2003,Qantas Airways,432
Sep-03,2003,Singapore Airlines,19398
Sep-03,2003,Qantas Airways,2951
Sep-03,2003,Polynesian Airlines,616
Sep-03,2003,Polynesian Airlines,616
Sep-03,2003,Aerolineas Argentinas,1976
Sep-03,2003,Air New Zealand,23971
Sep-03,2003,Emirates,11400
Sep-03,2003,LATAM Airlines,3367
Sep-03,2003,Polynesian Airlines,616
Sep-03,2003,Qantas Airways,32783
Sep-03,2003,Qantas Airways,1701
Sep-03,2003,Qantas Airways,5563
Sep-03,2003,Qantas Airways,236
Sep-03,2003,Royal Tongan Airlines,925
Sep-03,2003,Thai Airways International,11745
Sep-03,2003,British Airways,11630
Sep-03,2003,Qantas Airways,11369
Sep-03,2003,Qantas Airways,394
Sep-03,2003,Thai Airways International,12150
Sep-03,2003,Thai Airways International,8458
Sep-03,2003,Air China,2709
Sep-03,2003,Air China,1505
Sep-03,2003,Air China,3612
Sep-03,2003,China Eastern Airlines,4879
Sep-03,2003,Aerolineas Argentinas,1976
Sep-03,2003,United Airlines,10410
Sep-03,2003,Air New Zealand,6885
Sep-03,2003,Qantas Airways,18438
Sep-03,2003,Qantas Airways,236
Sep-03,2003,Qantas Airways,229
Sep-03,2003,Air Paradise International,2403
Sep-03,2003,Air Paradise International,2038
Sep-03,2003,Australian Airlines,3523
Sep-03,2003,Australian Airlines,1084
Sep-03,2003,Garuda Indonesia,1465
Sep-03,2003,Garuda Indonesia,3516
Sep-03,2003,Emirates,11400
Sep-03,2003,Freedom Air International,568
Sep-03,2003,Qantas Airways,432
Sep-03,2003,Qantas Airways,12526
Sep-03,2003,Qantas Airways,450
Sep-03,2003,Air China,2709
Sep-03,2003,China Southern Airlines,2583
Sep-03,2003,China Southern Airlines,1148
Sep-03,2003,Freedom Air International,1420
Sep-03,2003,Vietnam Airlines,3072
Sep-03,2003,Vietnam Airlines,3072
Sep-03,2003,Cathay Pacific Airways,16271
Sep-03,2003,Qantas Airways,454
Sep-03,2003,Qantas Airways,3178
Sep-03,2003,Qantas Airways,10899
Sep-03,2003,Qantas Airways,1754
Sep-03,2003,Air Canada,8440
Sep-03,2003,Qantas Airways,2437
Sep-03,2003,Qantas Airways,227
Sep-03,2003,Qantas Airways,454
Sep-03,2003,Qantas Airways,4358
Sep-03,2003,Qantas Airways,7852
Sep-03,2003,Australian Airlines,1084
Sep-03,2003,Lauda Air,7568
Sep-03,2003,Malaysia Airlines,11580
Sep-03,2003,Malaysia Airlines,4726
Sep-03,2003,British Airways,11630
Sep-03,2003,British Airways,10530
Sep-03,2003,Qantas Airways,11357
Sep-03,2003,Qantas Airways,394
Sep-03,2003,Qantas Airways,7049
Sep-03,2003,Qantas Airways,394
Sep-03,2003,Qantas Airways,1701
Sep-03,2003,Qantas Airways,5563
Sep-03,2003,Qantas Airways,18759
Sep-03,2003,Qantas Airways,3974
Sep-03,2003,Qantas Airways,752
Sep-03,2003,Qantas Airways,358
Sep-03,2003,United Airlines,10410
Sep-03,2003,Philippine Airlines,3624
Sep-03,2003,Qantas Airways,229
Sep-03,2003,Qantas Airways,908
Sep-03,2003,Qantas Airways,2762
Sep-03,2003,Fiji Airways,13740
Sep-03,2003,Qantas Airways,227
Sep-03,2003,Qantas Airways,752
Sep-03,2003,Qantas Airways,358
Sep-03,2003,Australian Airlines,7040
Sep-03,2003,Qantas Airways,3974
Sep-03,2003,Qantas Airways,358
Sep-03,2003,United Airlines,10410
Sep-03,2003,Air Caledonie,3157
Sep-03,2003,Qantas Airways,2007
Sep-03,2003,Japan Airlines,14148
Sep-03,2003,Freedom Air International,1136
Sep-03,2003,Qantas Airways,432
Sep-03,2003,Air Niugini,2070
Sep-03,2003,Air Vanuatu,2878
Sep-03,2003,Air New Zealand,934
Sep-03,2003,Qantas Airways,520
Sep-03,2003,Qantas Airways,422
Sep-03,2003,Qantas Airways,394
Sep-03,2003,United Airlines,10410
Sep-03,2003,LATAM Airlines,3367
Sep-03,2003,Asiana Airlines,9300
Sep-03,2003,Korean Air,11474
Sep-03,2003,Air China,1505
Sep-03,2003,Air China,3612
Sep-03,2003,China Eastern Airlines,4879
Sep-03,2003,Australian Airlines,3523
Sep-03,2003,British Airways,10530
Sep-03,2003,Emirates,11400
Sep-03,2003,Qantas Airways,1816
Sep-03,2003,Qantas Airways,2596
Sep-03,2003,Qantas Airways,422
Sep-03,2003,Qantas Airways,432
Sep-03,2003,Qantas Airways,227
Sep-03,2003,Qantas Airways,432
Sep-03,2003,Qantas Airways,12527
Sep-03,2003,Qantas Airways,7049
Sep-03,2003,Qantas Airways,394
Sep-03,2003,Singapore Airlines,32379
Sep-03,2003,Fiji Airways,1386
Sep-03,2003,China Airlines,4692
Sep-03,2003,Eva Air,1944
Sep-03,2003,Japan Airlines,12722
Sep-03,2003,Qantas Airways,432
Sep-03,2003,Qantas Airways,10964
Sep-03,2003,Qantas Airways,450
Sep-03,2003,Qantas Airways,8636
Sep-03,2003,Qantas Airways,394
Sep-03,2003,Polynesian Airlines,616
Sep-03,2003,Royal Tongan Airlines,925
Sep-03,2003,Royal Tongan Airlines,740
Sep-03,2003,Air Canada,8440
Sep-03,2003,Lauda Air,7568
Sep-03,2003,Air New Zealand,5709
Sep-03,2003,Qantas Airways,7299
Sep-03,2003,Qantas Airways,229
Dec-03,2003,Garuda Indonesia,2637
Dec-03,2003,Cathay Pacific Airways,2259
Dec-03,2003,Malaysia Airlines,4694
Dec-03,2003,Qantas Airways,2043
Dec-03,2003,Qantas Airways,1135
Dec-03,2003,Singapore Airlines,5491
Dec-03,2003,Air New Zealand,12148
Dec-03,2003,Emirates,11412
Dec-03,2003,Freedom Air International,2106
Dec-03,2003,Garuda Indonesia,2637
Dec-03,2003,Malaysia Airlines,5362
Dec-03,2003,Qantas Airways,7738
Dec-03,2003,Qantas Airways,5578
Dec-03,2003,Royal Brunei Airlines,3366
Dec-03,2003,Thai Airways International,3990
Dec-03,2003,Royal Brunei Airlines,3366
Dec-03,2003,Thai Airways International,3990
Dec-03,2003,Air New Zealand,2176
Dec-03,2003,Freedom Air International,2960
Dec-03,2003,Qantas Airways,2959
Dec-03,2003,Garuda Indonesia,2637
Dec-03,2003,Garuda Indonesia,1465
Dec-03,2003,Emirates,11412
Dec-03,2003,Freedom Air International,1704
Dec-03,2003,Freedom Air International,2696
Dec-03,2003,Cathay Pacific Airways,2799
Dec-03,2003,Cathay Pacific Airways,1244
Dec-03,2003,Cathay Pacific Airways,2488
Dec-03,2003,Qantas Airways,2953
Dec-03,2003,Nauru Airlines,110
Dec-03,2003,Nauru Airlines,110
Dec-03,2003,Solomon Airlines,1500
Dec-03,2003,Malaysia Airlines,5362
Dec-03,2003,Malaysia Airlines,2724
Dec-03,2003,Qantas Airways,7737
Dec-03,2003,Qantas Airways,5578
Dec-03,2003,Qantas Airways,1772
Dec-03,2003,Fiji Airways,5138
Dec-03,2003,Nauru Airlines,110
Dec-03,2003,Nauru Airlines,330
Dec-03,2003,Nauru Airlines,110
Dec-03,2003,Nauru Airlines,330
Dec-03,2003,Air Caledonie,1153
Dec-03,2003,Qantas Airways,578
Dec-03,2003,Japan Airlines,14480
Dec-03,2003,Freedom Air International,1846
Dec-03,2003,Air Niugini,3450
Dec-03,2003,Air Niugini,1840
Dec-03,2003,Air Vanuatu,1790
Dec-03,2003,Korean Air,3830
Dec-03,2003,Emirates,11412
Dec-03,2003,Qantas Airways,9316
Dec-03,2003,Qantas Airways,3700
Dec-03,2003,Singapore Airlines,21641
Dec-03,2003,China Airlines,2385
Dec-03,2003,Eva Air,2938
Dec-03,2003,Japan Airlines,13345
Dec-03,2003,Qantas Airways,7094
Dec-03,2003,Freedom Air International,3262
Dec-03,2003,Qantas Airways,1560
Dec-03,2003,Air New Zealand,2070
Dec-03,2003,Australian Airlines,3395
Dec-03,2003,Continental Micronesia,2002
Dec-03,2003,Australian Airlines,3478
Dec-03,2003,Cathay Pacific Airways,2799
Dec-03,2003,Cathay Pacific Airways,2488
Dec-03,2003,Australian Airlines,2401
Dec-03,2003,Australian Airlines,1894
Dec-03,2003,Australian Airlines,6498
Dec-03,2003,Australian Airlines,8399
Dec-03,2003,Air Niugini,3392
Dec-03,2003,Australian Airlines,1317
Dec-03,2003,Australian Airlines,2436
Dec-03,2003,Qantas Airways,7096
Dec-03,2003,Qantas Airways,454
Dec-03,2003,Qantas Airways,7097
Dec-03,2003,Merpati Nusantara Airlines,400
Dec-03,2003,Royal Brunei Airlines,1834
Dec-03,2003,Qantas Airways,379
Dec-03,2003,Garuda Indonesia,1072
Dec-03,2003,Qantas Airways,1288
Dec-03,2003,Qantas Airways,379
Dec-03,2003,Qantas Airways,2043
Dec-03,2003,Qantas Airways,1135
Dec-03,2003,Freedom Air International,3488
Dec-03,2003,Freedom Air International,1278
Dec-03,2003,Freedom Air International,142
Dec-03,2003,Freedom Air International,852
Dec-03,2003,Australian Airlines,8355
Dec-03,2003,Air New Zealand,14939
Dec-03,2003,Emirates,11703
Dec-03,2003,Qantas Airways,14540
Dec-03,2003,Qantas Airways,358
Dec-03,2003,Thai Airways International,6270
Dec-03,2003,Thai Airways International,7290
Dec-03,2003,Thai Airways International,5265
Dec-03,2003,Air China,3285
Dec-03,2003,Air China,3394
Dec-03,2003,Air New Zealand,5218
Dec-03,2003,Qantas Airways,3919
Dec-03,2003,Air Paradise International,2493
Dec-03,2003,Air Paradise International,2493
Dec-03,2003,Australian Airlines,2105
Dec-03,2003,Garuda Indonesia,2637
Dec-03,2003,Garuda Indonesia,1172
Dec-03,2003,Emirates,11703
Dec-03,2003,Freedom Air International,1562
Dec-03,2003,Air China,3285
Dec-03,2003,China Southern Airlines,2583
Dec-03,2003,Freedom Air International,1846
Dec-03,2003,Vietnam Airlines,3738
Dec-03,2003,Vietnam Airlines,3738
Dec-03,2003,Cathay Pacific Airways,2259
Dec-03,2003,Cathay Pacific Airways,12040
Dec-03,2003,Qantas Airways,4998
Dec-03,2003,Qantas Airways,5675
Dec-03,2003,Qantas Airways,358
Dec-03,2003,Qantas Airways,5106
Dec-03,2003,Lauda Air,2752
Dec-03,2003,Malaysia Airlines,17112
Dec-03,2003,British Airways,10881
Dec-03,2003,Qantas Airways,3137
Dec-03,2003,Qantas Airways,9011
Dec-03,2003,Qantas Airways,358
Dec-03,2003,Qantas Airways,358
Dec-03,2003,Qantas Airways,10382
Dec-03,2003,United Airlines,10410
Dec-03,2003,Philippine Airlines,3926
Dec-03,2003,Air Mauritius,1176
Dec-03,2003,Air Mauritius,294
Dec-03,2003,Fiji Airways,4598
Dec-03,2003,Nauru Airlines,110
Dec-03,2003,Nauru Airlines,330
Dec-03,2003,United Airlines,10410
Dec-03,2003,Freedom Air International,1420
Dec-03,2003,Thai Airways International,5265
Dec-03,2003,Air China,3394
Dec-03,2003,China Eastern Airlines,1470
Dec-03,2003,British Airways,10881
Dec-03,2003,Emirates,11703
Dec-03,2003,Qantas Airways,1135
Dec-03,2003,Qantas Airways,3137
Dec-03,2003,Qantas Airways,9020
Dec-03,2003,Singapore Airlines,25180
Dec-03,2003,Qantas Airways,454
Dec-03,2003,Qantas Airways,2270
Dec-03,2003,Qantas Airways,4313
Dec-03,2003,Lauda Air,2752
Dec-03,2003,Air New Zealand,3535
Dec-03,2003,Qantas Airways,2640
Dec-03,2003,Air New Zealand,1224
Dec-03,2003,Air New Zealand,3942
Dec-03,2003,Royal Brunei Airlines,2574
Dec-03,2003,Thai Airways International,2745
Dec-03,2003,Thai Airways International,2440
Dec-03,2003,Air Paradise International,4600
Dec-03,2003,Garuda Indonesia,4924
Dec-03,2003,Qantas Airways,1221
Dec-03,2003,Emirates,9300
Dec-03,2003,Qantas Airways,432
Dec-03,2003,Cathay Pacific Airways,4043
Dec-03,2003,Qantas Airways,2697
Dec-03,2003,South African Airways,6010
Dec-03,2003,Malaysia Airlines,2628
Dec-03,2003,Malaysia Airlines,11194
Dec-03,2003,Malaysia Airlines,2628
Dec-03,2003,Air Mauritius,294
Dec-03,2003,Air Mauritius,819
Dec-03,2003,Qantas Airways,432
Dec-03,2003,Qantas Airways,5610
Dec-03,2003,Thai Airways International,2440
Dec-03,2003,Qantas Airways,11804
Dec-03,2003,Qantas Airways,432
Dec-03,2003,Qantas Airways,5610
Dec-03,2003,Singapore Airlines,25840
Dec-03,2003,Qantas Airways,2951
Dec-03,2003,Polynesian Airlines,770
Dec-03,2003,Polynesian Airlines,154
Dec-03,2003,Polynesian Airlines,770
Dec-03,2003,Aerolineas Argentinas,3211
Dec-03,2003,Air New Zealand,25945
Dec-03,2003,Emirates,380
Dec-03,2003,Emirates,7740
Dec-03,2003,LATAM Airlines,3626
Dec-03,2003,Polynesian Airlines,770
Dec-03,2003,Qantas Airways,37083
Dec-03,2003,Qantas Airways,4036
Dec-03,2003,Qantas Airways,5578
Dec-03,2003,Royal Tongan Airlines,925
Dec-03,2003,Thai Airways International,12555
Dec-03,2003,Gulf Air,8215
Dec-03,2003,British Airways,12131
Dec-03,2003,Qantas Airways,11523
Dec-03,2003,Qantas Airways,379
Dec-03,2003,Thai Airways International,12555
Dec-03,2003,Thai Airways International,7290
Dec-03,2003,Thai Airways International,5265
Dec-03,2003,Air China,3285
Dec-03,2003,Air China,3394
Dec-03,2003,Air China,4476
Dec-03,2003,Aerolineas Argentinas,3211
Dec-03,2003,United Airlines,10063
Dec-03,2003,Air New Zealand,10787
Dec-03,2003,Qantas Airways,19468
Dec-03,2003,Air Paradise International,2493
Dec-03,2003,Air Paradise International,2493
Dec-03,2003,Australian Airlines,3455
Dec-03,2003,Australian Airlines,2105
Dec-03,2003,Garuda Indonesia,4981
Dec-03,2003,Emirates,7740
Dec-03,2003,Emirates,380
Dec-03,2003,Freedom Air International,1704
Dec-03,2003,Qantas Airways,13309
Dec-03,2003,Air China,3285
Dec-03,2003,China Southern Airlines,2583
Dec-03,2003,China Southern Airlines,2009
Dec-03,2003,Freedom Air International,1846
Dec-03,2003,Vietnam Airlines,6084
Dec-03,2003,Vietnam Airlines,6084
Dec-03,2003,Cathay Pacific Airways,16617
Dec-03,2003,Qantas Airways,5675
Dec-03,2003,Qantas Airways,13414
Dec-03,2003,Air Canada,10141
Dec-03,2003,Qantas Airways,5626
Dec-03,2003,Qantas Airways,5951
Dec-03,2003,Qantas Airways,8780
Dec-03,2003,Australian Airlines,2166
Dec-03,2003,Lauda Air,7912
Dec-03,2003,Malaysia Airlines,16566
Dec-03,2003,British Airways,12131
Dec-03,2003,British Airways,10881
Dec-03,2003,Qantas Airways,11507
Dec-03,2003,Qantas Airways,379
Dec-03,2003,Qantas Airways,9001
Dec-03,2003,Qantas Airways,12193
Dec-03,2003,Qantas Airways,4036
Dec-03,2003,Qantas Airways,5578
Dec-03,2003,Qantas Airways,22340
Dec-03,2003,Qantas Airways,4654
Dec-03,2003,United Airlines,10410
Dec-03,2003,United Airlines,347
Dec-03,2003,Philippine Airlines,3926
Dec-03,2003,Philippine Airlines,604
Dec-03,2003,Qantas Airways,1772
Dec-03,2003,Qantas Airways,3882
Dec-03,2003,Fiji Airways,14198
Dec-03,2003,Australian Airlines,6424
Dec-03,2003,Qantas Airways,4654
Dec-03,2003,United Airlines,10410
Dec-03,2003,Air Caledonie,3718
Dec-03,2003,Qantas Airways,2317
Dec-03,2003,Japan Airlines,14480
Dec-03,2003,Freedom Air International,1136
Dec-03,2003,Thai Airways International,5265
Dec-03,2003,Air Niugini,1840
Dec-03,2003,Air Vanuatu,2937
Dec-03,2003,Air New Zealand,456
Dec-03,2003,United Airlines,694
Dec-03,2003,United Airlines,10063
Dec-03,2003,LATAM Airlines,3626
Dec-03,2003,Asiana Airlines,9610
Dec-03,2003,Korean Air,11873
Dec-03,2003,Air China,3394
Dec-03,2003,Air China,4476
Dec-03,2003,China Eastern Airlines,1470
Dec-03,2003,China Eastern Airlines,6314
Dec-03,2003,Australian Airlines,3455
Dec-03,2003,British Airways,10881
Dec-03,2003,Emirates,380
Dec-03,2003,Gulf Air,8215
Dec-03,2003,Qantas Airways,3700
Dec-03,2003,Qantas Airways,9009
Dec-03,2003,Qantas Airways,13315
Dec-03,2003,Qantas Airways,12196
Dec-03,2003,Singapore Airlines,34929
Dec-03,2003,Fiji Airways,734
Dec-03,2003,China Airlines,4770
Dec-03,2003,Eva Air,1944
Dec-03,2003,Japan Airlines,13915
Dec-03,2003,Qantas Airways,454
Dec-03,2003,Qantas Airways,2270
Dec-03,2003,Qantas Airways,7097
Dec-03,2003,Qantas Airways,13360
Dec-03,2003,Polynesian Airlines,770
Dec-03,2003,Royal Tongan Airlines,925
Dec-03,2003,Royal Tongan Airlines,740
Dec-03,2003,Air Canada,10141
Dec-03,2003,Lauda Air,7912
Dec-03,2003,Air New Zealand,5930
Dec-03,2003,Qantas Airways,7440
Mar-04,2004,Air Paradise International,1647
Mar-04,2004,Garuda Indonesia,1172
Mar-04,2004,Garuda Indonesia,1465
Mar-04,2004,Cathay Pacific Airways,2259
Mar-04,2004,Malaysia Airlines,4698
Mar-04,2004,Qantas Airways,2030
Mar-04,2004,Qantas Airways,908
Mar-04,2004,Qantas Airways,227
Mar-04,2004,Singapore Airlines,5491
Mar-04,2004,Air New Zealand,12147
Mar-04,2004,Emirates,11780
Mar-04,2004,Freedom Air International,2556
Mar-04,2004,Garuda Indonesia,2637
Mar-04,2004,Malaysia Airlines,4213
Mar-04,2004,Qantas Airways,9930
Mar-04,2004,Qantas Airways,3440
Mar-04,2004,Royal Brunei Airlines,3621
Mar-04,2004,Thai Airways International,3990
Mar-04,2004,Royal Brunei Airlines,3423
Mar-04,2004,Thai Airways International,3990
Mar-04,2004,Thai Airways International,1140
Mar-04,2004,Air China,301
Mar-04,2004,Air New Zealand,2040
Mar-04,2004,Freedom Air International,3692
Mar-04,2004,Qantas Airways,2520
Mar-04,2004,Virgin Australia,5580
Mar-04,2004,Garuda Indonesia,2637
Mar-04,2004,Garuda Indonesia,1172
Mar-04,2004,Emirates,11780
Mar-04,2004,Freedom Air International,1136
Mar-04,2004,Freedom Air International,2556
Mar-04,2004,Cathay Pacific Airways,2799
Mar-04,2004,Cathay Pacific Airways,1244
Mar-04,2004,Cathay Pacific Airways,2488
Mar-04,2004,Qantas Airways,2951
Mar-04,2004,Nauru Airlines,440
Mar-04,2004,Nauru Airlines,340
Mar-04,2004,Solomon Airlines,1224
Mar-04,2004,Malaysia Airlines,4598
Mar-04,2004,Malaysia Airlines,3475
Mar-04,2004,Malaysia Airlines,278
Mar-04,2004,Qantas Airways,9925
Mar-04,2004,Qantas Airways,3440
Mar-04,2004,Qantas Airways,1772
Mar-04,2004,Fiji Airways,4552
Mar-04,2004,Nauru Airlines,440
Mar-04,2004,Nauru Airlines,340
Mar-04,2004,Nauru Airlines,110
Mar-04,2004,Air Caledonie,1168
Mar-04,2004,Qantas Airways,576
Mar-04,2004,Japan Airlines,14037
Mar-04,2004,Freedom Air International,1846
Mar-04,2004,Air Niugini,3910
Mar-04,2004,Air Niugini,2070
Mar-04,2004,Air Vanuatu,1638
Mar-04,2004,Korean Air,3447
Mar-04,2004,Air China,301
Mar-04,2004,Emirates,11780
Mar-04,2004,Qantas Airways,8003
Mar-04,2004,Qantas Airways,4078
Mar-04,2004,Singapore Airlines,20026
Mar-04,2004,China Airlines,2385
Mar-04,2004,Eva Air,3276
Mar-04,2004,Japan Airlines,13276
Mar-04,2004,Qantas Airways,7097
Mar-04,2004,Freedom Air International,3266
Mar-04,2004,Qantas Airways,1560
Mar-04,2004,Air New Zealand,2070
Mar-04,2004,Australian Airlines,3475
Mar-04,2004,Continental Micronesia,2002
Mar-04,2004,Australian Airlines,3519
Mar-04,2004,Cathay Pacific Airways,2799
Mar-04,2004,Cathay Pacific Airways,2488
Mar-04,2004,Australian Airlines,2309
Mar-04,2004,Australian Airlines,1355
Mar-04,2004,Australian Airlines,7046
Mar-04,2004,Australian Airlines,8357
Mar-04,2004,Air Niugini,3512
Mar-04,2004,Australian Airlines,1355
Mar-04,2004,Australian Airlines,2309
Mar-04,2004,Qantas Airways,7097
Mar-04,2004,Qantas Airways,7099
Mar-04,2004,Royal Brunei Airlines,1796
Mar-04,2004,Garuda Indonesia,924
Mar-04,2004,Qantas Airways,1285
Mar-04,2004,Qantas Airways,2043
Mar-04,2004,Qantas Airways,908
Mar-04,2004,Qantas Airways,227
Mar-04,2004,Freedom Air International,3692
Mar-04,2004,Freedom Air International,1846
Mar-04,2004,Freedom Air International,710
Mar-04,2004,Freedom Air International,1136
Mar-04,2004,Australian Airlines,8356
Mar-04,2004,Air New Zealand,14790
Mar-04,2004,Emirates,11015
Mar-04,2004,Qantas Airways,14392
Mar-04,2004,Qantas Airways,244
Mar-04,2004,Thai Airways International,5130
Mar-04,2004,Thai Airways International,7290
Mar-04,2004,Thai Airways International,5265
Mar-04,2004,Air China,2709
Mar-04,2004,Air China,2709
